effective_to_date,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2011-01-22,189,26,33,3,1
2011-02-02,105,5,42,0,5
2011-02-22,160,0,92,0,3
2011-01-30,99,22,89,0,2
2011-01-29,86,10,36,0,3
2011-01-27,80,9,69,0,7
2011-01-13,84,18,25,1,4
2011-02-24,71,10,25,0,2
2011-01-26,72,8,67,0,1
2011-01-16,114,20,87,0,1
2011-01-27,107,28,10,2,9
2011-01-25,62,8,81,2,6
2011-02-06,71,5,20,0,5
2011-01-17,112,8,51,0,4
2011-02-06,68,27,69,0,4
2011-02-17,295,14,46,0,2
2011-01-28,67,3,76,0,1
2011-02-02,102,29,72,2,2
2011-01-31,72,9,71,0,3
2011-02-07,111,7,14,0,2
2011-01-05,67,1,33,0,1
2011-02-11,92,9,18,0,1
2011-02-17,78,27,86,0,2
2011-01-14,210,7,24,2,1
2011-01-17,107,13,34,0,7
2011-02-24,62,26,18,0,1
2011-02-03,71,24,36,0,2
2011-01-05,61,7,38,0,1
2011-01-17,69,27,48,0,9
2011-02-08,66,1,38,0,1
2011-02-10,69,14,33,0,1
2011-01-15,69,29,58,1,1
2011-01-09,64,25,49,0,2
2011-01-12,139,28,87,1,4
2011-01-20,134,24,86,3,5
2011-01-08,123,22,66,0,1
2011-02-02,101,24,11,0,1
2011-02-18,88,25,43,0,1
2011-01-23,65,12,62,0,1
2011-02-12,131,20,59,0,2
2011-02-19,92,11,64,1,3
2011-01-12,61,30,35,0,3
2011-01-26,116,8,23,0,8
2011-02-27,139,5,56,0,2
2011-01-04,71,21,63,0,6
2011-02-14,96,3,79,0,2
2011-01-11,71,3,32,0,1
2011-01-24,106,5,70,1,9
2011-02-03,64,23,19,0,2
2011-01-18,83,25,13,0,1
2011-01-18,131,31,4,1,1
2011-02-04,78,11,28,1,2
2011-02-19,101,1,83,4,1
2011-01-19,63,15,67,0,1
2011-01-16,182,33,54,1,1
2011-02-17,116,5,62,0,1
2011-01-30,68,33,46,4,1
2011-02-04,73,12,18,0,2
2011-01-27,79,7,72,0,2
2011-01-20,62,17,34,0,1
2011-02-07,119,18,63,0,1
2011-01-10,73,14,74,0,8
2011-02-21,69,27,73,0,6
2011-02-03,92,8,86,0,1
2011-01-01,64,0,61,0,4
2011-02-23,99,8,31,0,2
2011-01-19,62,9,21,0,5
2011-01-20,66,21,58,0,1
2011-02-11,131,14,25,3,1
2011-01-03,67,23,76,2,1
2011-02-20,87,9,77,1,2
2011-01-18,239,0,72,2,1
2011-02-21,118,10,50,0,7
2011-01-21,111,15,19,0,2
2011-02-06,112,13,59,0,1
2011-02-01,64,7,5,1,2
2011-01-31,66,25,3,0,2
2011-02-17,71,13,24,0,1
2011-01-10,70,21,50,0,3
2011-01-12,65,24,68,2,1
2011-02-10,66,14,11,0,1
2011-01-04,113,9,99,0,2
2011-01-16,63,16,65,5,3
2011-01-05,62,0,40,0,1
2011-01-21,188,31,12,0,5
2011-01-02,121,0,44,0,4
2011-02-16,119,6,73,0,6
2011-01-01,99,31,86,0,1
2011-02-16,99,0,24,0,2
2011-01-15,69,23,68,0,2
2011-01-02,83,29,58,0,2
2011-01-05,97,0,40,0,1
2011-02-21,70,7,55,3,2
2011-02-05,115,2,75,0,2
2011-01-14,83,2,47,0,4
2011-02-10,65,4,83,0,9
2011-01-12,73,17,69,1,1
2011-01-15,97,0,53,0,2
2011-02-10,84,10,94,1,1
2011-02-02,65,33,10,1,7
2011-02-19,115,10,55,0,2
2011-01-19,90,11,68,0,2
2011-01-21,62,34,72,0,3
2011-01-08,108,21,32,1,8
2011-01-20,64,13,18,0,2
2011-01-07,93,28,61,0,1
2011-01-07,70,0,23,0,1
2011-01-23,61,1,36,1,5
2011-02-03,114,10,30,0,3
2011-01-17,256,15,23,0,1
2011-02-18,114,27,64,1,6
2011-02-18,112,3,84,0,7
2011-01-24,64,3,15,0,2
2011-01-26,72,22,79,0,2
2011-01-14,65,23,73,0,1
2011-01-26,71,9,12,0,3
2011-01-07,67,9,74,0,6
2011-02-09,69,19,64,0,1
2011-01-25,71,11,23,0,8
2011-01-21,85,21,4,0,2
2011-02-21,74,27,91,0,1
2011-02-14,64,23,71,0,6
2011-01-28,63,34,15,0,3
2011-02-05,71,34,29,0,2
2011-02-20,62,6,29,0,1
2011-02-27,62,8,34,0,1
2011-01-01,113,6,28,0,1
2011-01-24,188,35,82,0,7
2011-01-14,90,21,21,0,2
2011-02-02,104,33,5,0,1
2011-01-11,71,26,56,0,1
2011-01-17,98,4,86,1,2
2011-01-26,96,5,7,4,1
2011-02-17,85,3,53,0,1
2011-02-13,86,5,57,0,1
2011-02-20,68,12,11,3,1
2011-01-22,134,23,16,0,4
2011-02-22,65,30,63,0,1
2011-01-19,78,27,6,0,6
2011-02-14,69,23,13,0,7
2011-01-26,116,8,23,0,8
2011-01-31,65,12,5,0,3
2011-02-06,63,29,64,3,4
2011-01-28,129,19,20,0,2
2011-01-06,73,5,85,0,4
2011-02-27,88,7,3,0,2
2011-02-28,65,8,58,0,1
2011-01-25,68,4,27,0,3
2011-02-13,67,25,41,1,2
2011-01-02,65,1,36,1,3
2011-02-03,72,14,24,0,1
2011-02-28,84,27,46,0,1
2011-01-30,63,0,44,0,5
2011-01-11,173,5,88,0,3
2011-01-17,68,6,93,0,8
2011-01-04,65,19,5,0,2
2011-02-26,64,13,29,1,1
2011-01-27,66,15,56,0,3
2011-01-04,115,16,84,0,3
2011-02-11,103,19,40,0,9
2011-01-26,153,25,5,0,1
2011-02-28,196,7,4,0,9
2011-02-07,86,8,28,0,3
2011-02-25,125,21,34,0,1
2011-01-03,135,32,61,0,8
2011-01-20,70,29,29,0,2
2011-02-26,61,3,12,1,1
2011-02-19,67,29,39,0,2
2011-02-21,73,17,44,0,7
2011-01-28,100,5,54,0,7
2011-01-26,77,17,88,0,8
2011-01-04,65,4,81,0,1
2011-01-05,119,31,3,0,1
2011-02-05,71,0,8,0,1
2011-01-19,101,21,35,0,2
2011-02-15,106,19,74,0,2
2011-02-01,73,19,98,0,2
2011-02-09,104,13,71,0,2
2011-02-05,71,25,29,0,3
2011-01-17,107,28,23,1,1
2011-02-23,68,14,98,0,1
2011-02-07,70,18,99,0,2
2011-02-26,103,20,46,0,1
2011-01-19,72,16,31,0,9
2011-01-15,104,31,71,0,3
2011-01-29,125,4,71,1,2
2011-01-07,68,15,47,0,6
2011-01-30,92,20,19,0,2
2011-02-25,92,8,28,0,3
2011-01-21,81,25,64,0,1
2011-02-15,71,6,95,0,3
2011-01-23,192,13,37,0,2
2011-02-28,114,17,87,1,2
2011-01-28,93,30,66,0,5
2011-01-15,285,5,51,0,1
2011-01-11,63,11,73,0,2
2011-01-08,83,3,44,0,7
2011-02-09,90,8,87,0,2
2011-02-26,94,14,38,1,1
2011-02-19,119,21,86,0,2
2011-01-03,63,22,12,0,7
2011-01-27,85,3,72,0,1
2011-02-02,99,25,41,1,1
2011-01-25,110,26,83,0,1
2011-02-12,73,5,72,0,7
2011-01-07,92,34,34,0,1
2011-01-22,71,7,24,0,2
2011-01-12,148,8,18,0,2
2011-01-15,65,25,10,0,2
2011-01-30,112,16,62,0,1
2011-01-19,70,13,37,0,5
2011-01-18,63,6,64,0,1
2011-02-19,68,1,31,0,5
2011-01-10,94,2,96,1,6
2011-01-02,65,1,36,1,3
2011-02-25,124,11,57,0,2
2011-01-15,72,7,34,2,7
2011-01-29,114,31,8,0,1
2011-02-19,89,26,52,0,8
2011-02-10,118,10,98,0,2
2011-01-09,69,1,41,0,2
2011-02-07,80,30,8,0,1
2011-02-09,98,8,73,0,1
2011-01-09,72,17,55,0,2
2011-01-13,112,17,49,0,2
2011-02-04,109,12,76,2,1
2011-02-21,64,24,93,0,1
2011-01-09,69,23,15,0,1
2011-01-11,107,16,76,0,8
2011-02-03,197,5,50,0,9
2011-02-17,64,0,86,0,2
2011-02-26,69,2,71,0,1
2011-02-07,66,26,10,0,6
2011-01-20,66,18,81,0,1
2011-02-21,107,0,92,0,6
2011-01-27,111,33,10,0,3
2011-01-29,63,7,63,1,1
2011-02-05,110,1,72,0,3
2011-02-01,73,24,40,2,9
2011-01-21,63,11,2,0,1
2011-02-22,66,23,5,0,7
2011-01-04,199,6,37,0,1
2011-02-12,117,2,83,0,2
2011-01-11,118,13,14,0,7
2011-01-13,92,15,36,0,2
2011-01-19,109,5,34,0,1
2011-02-08,63,16,67,0,5
2011-01-13,116,11,15,0,1
2011-02-13,73,30,78,1,1
2011-02-10,78,28,0,1,1
2011-01-21,102,20,28,2,2
2011-02-03,88,26,23,0,1
2011-01-16,114,20,87,0,1
2011-01-15,112,10,21,0,9
2011-02-13,214,8,89,1,2
2011-01-28,94,3,38,0,1
2011-02-02,96,20,55,0,6
2011-02-10,171,6,12,0,1
2011-01-02,63,19,9,0,1
2011-02-17,71,1,45,0,1
2011-01-23,65,30,22,0,6
2011-01-19,198,9,54,1,2
2011-01-24,67,4,14,0,2
2011-02-22,65,13,7,0,1
2011-01-17,61,29,51,0,1
2011-02-05,73,17,64,0,3
2011-01-17,65,14,7,0,5
2011-02-21,108,5,43,0,2
2011-01-27,61,21,28,0,7
2011-02-07,105,0,93,0,1
2011-01-13,68,31,30,1,3
2011-01-25,79,12,24,1,4
2011-02-26,103,2,32,0,4
2011-02-16,83,23,89,0,2
2011-02-07,69,32,11,0,1
2011-02-09,138,1,27,0,4
2011-02-18,88,25,43,0,1
2011-02-09,72,3,65,0,1
2011-01-14,105,3,56,0,2
2011-02-17,96,18,87,3,1
2011-02-04,64,1,45,0,2
2011-01-02,109,35,75,0,1
2011-01-01,73,0,56,0,2
2011-01-21,109,15,61,0,7
2011-02-20,113,1,88,0,2
2011-02-21,118,14,64,0,4
2011-01-20,65,24,53,0,3
2011-01-24,63,14,79,1,3
2011-01-28,61,16,57,0,1
2011-02-06,108,4,88,0,1
2011-02-20,113,1,88,0,2
2011-02-02,104,30,1,0,4
2011-01-05,271,20,40,0,1
2011-02-24,96,8,41,0,8
2011-01-09,69,3,21,1,7
2011-02-09,118,31,9,0,1
2011-01-11,64,14,75,5,1
2011-02-06,111,34,32,0,1
2011-02-28,69,35,79,0,2
2011-01-22,72,20,12,0,6
2011-02-05,88,17,25,0,6
2011-01-23,127,6,53,1,1
2011-01-03,103,4,67,0,2
2011-02-15,100,0,8,0,2
2011-02-28,67,1,17,2,1
2011-02-06,74,18,58,0,2
2011-01-17,70,11,36,2,7
2011-02-28,67,20,38,0,8
2011-01-20,105,18,50,0,1
2011-02-22,85,4,3,1,3
2011-01-17,73,25,56,0,2
2011-02-18,114,15,40,0,2
2011-02-25,71,9,32,0,3
2011-01-20,79,25,10,0,2
2011-02-07,96,28,65,0,1
2011-01-27,94,20,56,0,2
2011-02-13,214,8,89,1,2
2011-02-04,107,34,70,1,1
2011-02-16,71,19,13,0,1
2011-02-06,91,35,98,0,5
2011-02-28,91,28,59,0,1
2011-01-14,71,12,43,0,1
2011-01-08,68,4,53,0,1
2011-01-26,100,4,55,0,2
2011-01-07,98,0,96,1,9
2011-02-01,81,19,91,0,2
2011-02-26,94,25,20,0,6
2011-02-24,61,2,15,0,2
2011-01-25,134,22,68,0,1
2011-01-04,87,15,8,0,9
2011-02-23,61,6,57,0,1
2011-02-06,63,20,64,0,1
2011-01-05,66,14,42,0,2
2011-02-13,64,20,13,0,4
2011-02-25,101,7,54,0,1
2011-01-09,71,33,16,0,1
2011-01-12,94,19,42,0,8
2011-01-27,85,16,31,1,2
2011-02-08,116,0,39,0,1
2011-02-03,99,35,75,0,2
2011-01-03,175,11,68,0,3
2011-02-05,199,14,48,0,3
2011-01-10,110,23,25,1,8
2011-01-15,167,26,92,0,1
2011-02-14,194,1,97,0,1
2011-01-28,164,11,11,1,2
2011-01-10,117,9,78,0,1
2011-02-26,105,20,81,0,1
2011-02-23,68,9,34,0,1
2011-02-22,70,6,21,1,9
2011-02-04,68,5,30,0,5
2011-02-24,65,26,97,0,1
2011-02-20,105,13,22,0,1
2011-02-27,69,10,14,1,1
2011-02-05,95,28,63,0,1
2011-02-22,126,19,17,0,4
2011-02-10,125,12,8,0,1
2011-01-20,181,22,96,0,2
2011-01-03,69,4,65,0,1
2011-01-03,103,10,14,3,5
2011-02-21,131,19,48,0,1
2011-01-01,69,3,11,0,1
2011-02-19,72,17,65,4,1
2011-01-25,68,10,38,0,2
2011-01-29,73,10,24,0,1
2011-02-27,103,18,84,0,2
2011-01-11,66,16,19,1,2
2011-02-10,104,0,38,2,2
2011-01-29,62,30,77,0,1
2011-01-02,87,15,46,0,6
2011-02-12,139,25,29,1,2
2011-02-10,70,6,24,0,6
2011-01-05,113,14,77,0,1
2011-02-16,70,13,16,1,2
2011-02-04,90,14,68,0,9
2011-02-18,82,29,92,0,2
2011-02-05,180,24,43,0,3
2011-01-15,74,25,25,0,8
2011-01-21,66,7,25,0,1
2011-02-16,68,3,41,1,6
2011-01-21,62,15,80,0,3
2011-02-07,142,30,31,0,2
2011-01-08,63,9,10,0,1
2011-02-20,239,19,59,0,7
2011-01-05,79,25,2,0,9
2011-01-30,99,30,31,0,1
2011-01-09,69,26,33,0,9
2011-01-27,106,25,54,1,3
2011-01-26,66,16,77,0,2
2011-01-07,136,35,93,0,1
2011-01-20,80,6,16,0,1
2011-01-19,72,16,31,0,9
2011-02-15,61,12,47,1,2
2011-02-20,68,8,9,0,2
2011-02-17,96,6,5,0,1
2011-01-30,70,20,4,4,3
2011-02-12,66,2,45,0,5
2011-02-24,89,16,64,1,2
2011-01-10,98,17,36,0,9
2011-02-17,65,2,85,0,2
2011-02-25,71,23,84,0,1
2011-02-13,61,21,40,1,2
2011-02-21,100,11,89,2,2
2011-02-11,119,0,61,0,3
2011-02-05,79,7,2,0,6
2011-01-16,73,16,66,0,2
2011-02-09,98,16,82,0,2
2011-01-24,70,26,31,0,6
2011-01-28,82,29,23,1,2
2011-02-06,110,9,23,0,6
2011-01-13,66,22,23,0,2
2011-02-17,66,6,4,0,7
2011-01-29,61,15,81,0,9
2011-01-27,139,16,50,0,1
2011-01-21,112,21,98,0,7
2011-01-23,78,6,84,0,3
2011-02-02,124,13,60,0,2
2011-02-04,117,17,41,1,9
2011-02-25,110,14,72,1,2
2011-01-27,74,14,4,0,2
2011-02-24,68,22,6,1,9
2011-01-10,78,10,20,0,2
2011-01-02,109,33,20,2,1
2011-02-18,222,21,58,0,4
2011-02-06,64,10,61,0,2
2011-01-16,101,25,97,0,3
2011-02-13,77,26,87,0,1
2011-02-12,130,10,38,2,4
2011-02-19,84,1,9,0,6
2011-02-20,84,28,84,0,1
2011-02-26,130,11,0,0,1
2011-01-15,61,16,55,0,1
2011-01-26,85,17,16,0,9
2011-01-31,131,34,61,0,9
2011-02-14,139,3,51,0,1
2011-01-06,61,13,17,0,9
2011-01-27,74,17,27,0,2
2011-01-08,96,21,18,0,3
2011-01-27,71,16,38,0,2
2011-02-27,90,25,89,0,1
2011-01-27,82,28,91,0,1
2011-01-13,103,33,54,0,3
2011-02-23,111,11,5,0,1
2011-01-14,62,31,35,0,1
2011-02-26,70,14,27,3,2
2011-01-09,103,11,92,0,1
2011-02-09,107,23,9,0,1
2011-02-23,72,20,41,0,7
2011-02-02,107,8,90,2,3
2011-02-21,99,27,59,0,2
2011-01-23,103,6,20,0,1
2011-02-19,72,22,82,0,3
2011-01-02,90,3,89,0,1
2011-01-01,74,27,19,0,9
2011-01-12,87,17,33,0,3
2011-02-19,84,1,9,0,6
2011-01-26,93,7,90,1,5
2011-01-24,72,30,95,0,5
2011-01-26,153,25,5,0,1
2011-02-01,66,10,48,1,1
2011-01-28,62,10,31,0,2
2011-01-03,66,4,2,0,2
2011-02-22,114,2,25,3,6
2011-01-31,114,3,93,0,1
2011-02-24,108,30,57,0,3
2011-01-10,90,28,43,0,2
2011-02-10,215,4,21,1,1
2011-02-07,101,12,12,0,6
2011-02-04,65,19,10,0,3
2011-01-07,136,35,93,0,1
2011-01-09,102,33,91,0,1
2011-02-20,112,31,66,1,1
2011-01-28,71,28,67,0,2
2011-01-09,103,13,46,0,2
2011-02-07,102,2,71,1,6
2011-01-24,283,16,43,0,1
2011-02-14,74,22,94,3,2
2011-02-13,169,31,77,0,1
2011-01-11,63,24,35,1,1
2011-01-20,80,0,13,1,2
2011-02-16,107,9,18,0,1
2011-02-24,89,6,67,0,2
2011-01-07,102,28,11,0,1
2011-01-15,248,8,74,0,8
2011-01-03,65,9,31,0,2
2011-02-28,70,29,80,0,3
2011-01-31,90,2,71,0,1
2011-02-10,104,17,61,0,2
2011-02-16,97,19,94,5,1
2011-02-14,74,2,43,1,2
2011-01-31,74,3,63,0,2
2011-01-15,73,12,14,0,6
2011-02-15,63,8,27,0,9
2011-01-07,136,35,93,0,1
2011-01-19,72,18,30,3,2
2011-01-20,223,28,26,0,2
2011-02-09,126,16,97,0,2
2011-01-01,121,11,92,0,5
2011-01-05,128,30,26,0,5
2011-02-28,64,1,64,0,2
2011-01-09,78,9,67,0,3
2011-01-24,129,20,86,1,1
2011-02-28,111,0,49,5,6
2011-02-22,65,0,45,0,1
2011-01-10,79,29,49,1,1
2011-02-24,82,12,67,0,1
2011-02-26,85,5,65,0,4
2011-01-06,66,21,67,0,1
2011-02-10,107,13,29,0,1
2011-02-14,79,14,51,2,2
2011-02-26,77,35,38,0,1
2011-01-17,65,18,7,3,2
2011-02-15,73,1,44,0,4
2011-02-04,111,27,38,0,2
2011-02-28,91,13,89,0,4
2011-02-01,69,29,35,0,1
2011-01-25,108,6,55,0,2
2011-02-22,87,22,66,2,1
2011-01-04,136,5,46,0,1
2011-01-20,65,32,62,0,1
2011-02-21,67,33,75,2,1
2011-02-25,72,4,72,0,7
2011-01-29,133,14,97,1,3
2011-02-22,98,5,20,0,2
2011-01-29,62,21,3,0,4
2011-02-15,113,29,67,0,5
2011-02-05,70,0,62,1,4
2011-01-16,90,27,9,0,1
2011-01-22,73,10,11,0,1
2011-01-12,127,32,26,2,6
2011-01-03,86,11,59,0,1
2011-02-11,99,13,53,0,1
2011-01-10,69,8,77,0,3
2011-02-25,101,7,54,0,1
2011-01-06,67,29,27,0,6
2011-02-17,73,2,35,0,8
2011-01-03,99,16,79,0,1
2011-02-18,81,0,54,0,1
2011-02-11,108,7,55,0,1
2011-01-19,67,2,43,3,5
2011-02-18,133,35,90,0,1
2011-01-22,61,2,34,1,1
2011-02-14,74,22,94,3,2
2011-01-02,86,30,47,0,2
2011-02-01,69,17,10,0,2
2011-01-17,107,7,62,0,1
2011-01-31,83,30,44,0,1
2011-02-20,239,19,59,0,7
2011-02-20,135,7,19,0,1
2011-01-22,67,19,43,0,8
2011-02-12,101,7,32,3,3
2011-02-27,71,4,41,0,1
2011-01-03,96,24,11,0,8
2011-02-05,61,31,15,0,1
2011-01-23,81,8,12,2,1
2011-01-01,66,8,93,0,1
2011-02-11,65,30,56,0,4
2011-02-28,79,5,62,0,7
2011-02-12,63,13,17,0,3
2011-01-06,61,34,35,1,1
2011-01-01,83,12,21,0,5
2011-01-20,84,18,18,0,1
2011-02-09,67,19,78,0,2
2011-02-21,112,1,8,0,3
2011-02-06,112,7,96,0,1
2011-01-06,115,1,30,0,2
2011-02-02,273,1,64,0,9
2011-01-15,128,4,24,0,6
2011-01-28,71,21,67,0,1
2011-01-07,63,9,92,0,5
2011-01-23,68,24,37,0,9
2011-02-09,66,13,59,0,1
2011-01-02,108,3,44,0,3
2011-01-30,71,34,47,2,2
2011-02-12,79,14,28,0,1
2011-01-17,107,0,62,0,2
2011-02-17,78,5,38,5,8
2011-02-28,73,9,94,0,2
2011-01-13,80,28,78,0,1
2011-01-16,96,27,94,0,2
2011-02-09,68,4,75,0,2
2011-01-08,117,24,32,0,2
2011-01-30,76,11,41,0,2
2011-01-20,62,0,59,0,2
2011-01-05,69,3,29,0,9
2011-02-19,151,11,42,0,4
2011-01-20,78,10,63,0,1
2011-01-07,106,34,36,1,2
2011-01-21,67,14,51,0,3
2011-02-28,61,6,48,0,2
2011-01-31,95,19,48,0,2
2011-02-09,213,29,62,0,5
2011-02-12,65,23,27,0,1
2011-01-13,105,6,31,1,1
2011-02-05,66,7,56,0,1
2011-01-01,66,7,41,2,9
2011-01-10,62,10,31,0,5
2011-02-15,66,34,38,0,1
2011-01-30,64,9,28,1,2
2011-02-20,95,18,21,0,1
2011-01-22,61,13,55,0,6
2011-01-06,95,3,54,0,1
2011-01-25,67,19,50,0,2
2011-02-18,101,3,43,1,2
2011-01-31,66,31,69,4,6
2011-01-12,73,4,47,0,2
2011-01-12,93,15,31,3,1
2011-01-18,99,8,79,0,1
2011-01-14,113,27,29,0,2
2011-01-18,62,17,75,0,1
2011-02-15,63,16,34,0,1
2011-02-11,128,8,39,0,1
2011-02-18,74,4,12,4,2
2011-02-13,74,7,50,0,1
2011-02-07,90,4,63,0,7
2011-02-21,63,14,56,2,1
2011-01-12,71,28,3,0,1
2011-01-11,108,2,83,0,1
2011-01-30,104,14,13,1,2
2011-02-01,92,24,95,4,1
2011-02-06,92,4,37,1,2
2011-01-06,68,1,44,0,1
2011-01-28,119,27,37,2,6
2011-01-29,71,17,57,0,5
2011-02-19,68,11,46,2,1
2011-02-10,63,11,20,0,2
2011-02-06,70,5,33,1,7
2011-01-14,65,23,73,0,1
2011-02-22,109,5,75,0,4
2011-02-18,63,13,14,0,1
2011-01-22,73,24,15,0,1
2011-01-29,111,7,25,0,3
2011-01-12,76,17,72,0,8
2011-01-25,74,23,22,0,2
2011-02-22,69,1,56,0,1
2011-01-03,112,25,12,0,8
2011-02-21,117,12,58,0,1
2011-02-16,83,4,3,0,3
2011-01-17,145,29,70,0,1
2011-02-15,69,12,89,0,1
2011-01-27,70,25,21,0,6
2011-01-09,185,29,26,0,3
2011-01-15,61,16,55,0,1
2011-01-12,76,17,72,0,8
2011-01-19,102,17,91,0,2
2011-01-31,61,31,43,0,2
2011-01-18,84,33,69,0,3
2011-01-27,71,4,76,0,2
2011-01-24,74,35,17,1,1
2011-02-06,136,35,1,0,2
2011-02-01,138,9,16,1,2
2011-01-14,107,2,74,0,3
2011-01-09,131,1,57,0,3
2011-01-22,84,26,23,0,2
2011-02-14,72,21,47,0,9
2011-02-26,94,14,38,1,1
2011-01-03,95,29,73,3,7
2011-02-16,113,32,47,0,9
2011-01-14,70,30,49,0,6
2011-02-28,102,19,13,0,3
2011-01-21,117,23,54,2,1
2011-01-31,71,0,69,0,1
2011-01-27,69,11,98,2,2
2011-02-08,62,9,77,0,1
2011-01-17,118,26,36,0,4
2011-01-09,69,14,39,0,1
2011-01-06,111,0,57,2,1
2011-02-27,131,6,54,0,1
2011-01-26,61,16,97,0,8
2011-02-11,131,7,54,0,7
2011-02-09,63,23,90,0,1
2011-02-06,94,22,66,0,3
2011-01-08,121,5,94,0,8
2011-01-30,68,9,46,0,2
2011-02-08,62,4,73,0,1
2011-01-02,74,6,50,1,1
2011-02-28,95,3,72,2,1
2011-01-06,91,13,89,0,1
2011-01-28,84,13,33,0,1
2011-02-01,94,3,99,0,1
2011-02-12,79,17,4,0,3
2011-01-28,69,25,41,0,3
2011-01-05,67,28,72,0,2
2011-02-01,69,3,41,0,2
2011-02-03,64,5,80,0,6
2011-01-19,117,7,46,0,1
2011-02-03,125,14,95,0,1
2011-01-10,188,5,33,0,1
2011-02-02,82,1,33,0,1
2011-02-19,102,34,11,0,2
2011-01-25,67,22,49,0,1
2011-02-24,129,8,0,0,9
2011-01-07,112,2,61,0,3
2011-02-02,132,6,52,0,1
2011-01-23,114,29,96,0,2
2011-02-18,73,30,8,0,1
2011-02-09,99,3,27,1,5
2011-01-23,81,26,31,0,2
2011-02-09,108,14,63,0,1
2011-01-03,287,8,20,3,7
2011-01-07,71,8,30,0,8
2011-02-23,99,12,77,0,4
2011-02-14,85,13,19,0,1
2011-02-23,64,25,80,0,1
2011-02-13,114,33,55,0,2
2011-02-18,101,3,43,1,2
2011-02-05,100,24,23,0,1
2011-01-13,69,7,45,1,2
2011-02-09,74,14,33,0,1
2011-01-31,63,28,82,0,2
2011-02-10,81,2,50,2,1
2011-01-02,65,16,0,0,1
2011-01-03,62,13,6,5,2
2011-02-01,79,3,84,0,2
2011-01-12,72,4,55,0,1
2011-02-27,92,10,70,2,2
2011-02-14,65,15,58,0,1
2011-02-04,180,21,68,0,1
2011-02-13,64,15,94,0,2
2011-01-25,71,30,69,1,1
2011-01-29,65,16,93,0,1
2011-02-02,111,0,72,0,7
2011-01-26,119,25,89,0,2
2011-02-25,196,5,59,2,1
2011-01-10,192,15,67,0,5
2011-02-17,62,9,10,2,7
2011-01-14,136,17,9,0,3
2011-01-15,67,33,83,0,6
2011-01-03,73,31,80,1,1
2011-02-19,66,19,33,0,4
2011-01-29,72,14,29,0,2
2011-02-13,62,8,98,0,2
2011-01-18,66,20,53,0,2
2011-02-10,104,17,61,0,2
2011-02-17,102,13,78,0,1
2011-01-05,297,24,68,0,1
2011-02-13,86,8,64,0,1
2011-01-18,61,32,68,0,2
2011-01-22,244,6,30,0,3
2011-02-18,63,20,28,0,1
2011-01-24,65,5,57,0,3
2011-01-23,153,20,97,0,2
2011-02-17,82,3,55,2,1
2011-01-27,106,25,54,1,3
2011-01-27,68,19,2,3,2
2011-02-24,82,26,12,0,9
2011-02-12,74,23,64,0,2
2011-01-11,102,19,22,0,5
2011-02-28,82,33,27,0,2
2011-01-15,77,2,71,0,9
2011-02-25,66,18,71,0,9
2011-01-13,109,7,60,0,8
2011-02-20,95,12,17,1,6
2011-01-31,61,18,15,0,8
2011-02-18,112,28,48,0,1
2011-01-18,109,33,21,0,2
2011-02-24,112,23,49,0,2
2011-01-01,101,3,32,0,1
2011-01-14,102,5,3,0,2
2011-01-01,66,15,45,0,1
2011-01-30,125,10,26,0,1
2011-02-03,107,19,52,0,1
2011-01-29,93,1,99,0,2
2011-01-20,72,15,91,2,2
2011-02-05,110,20,56,0,6
2011-02-26,138,14,42,0,3
2011-01-07,62,16,45,0,1
2011-02-02,109,2,93,0,3
2011-02-28,62,33,3,1,1
2011-02-01,64,9,63,0,1
2011-01-04,107,14,37,0,3
2011-02-05,91,16,13,0,1
2011-02-20,71,7,1,0,2
2011-01-27,88,31,63,0,6
2011-02-27,112,11,3,0,1
2011-02-18,201,0,11,0,2
2011-01-18,66,0,10,0,1
2011-01-25,72,12,70,0,3
2011-01-03,110,6,74,0,1
2011-01-05,69,15,73,0,2
2011-01-28,102,11,90,0,5
2011-01-27,70,6,61,0,1
2011-01-06,62,19,75,0,3
2011-01-22,192,28,62,0,1
2011-01-26,118,19,27,0,8
2011-02-19,68,4,37,0,1
2011-01-13,92,2,38,0,1
2011-02-22,137,18,50,0,1
2011-01-02,118,18,91,0,1
2011-02-05,89,17,56,0,3
2011-02-18,85,19,4,0,2
2011-02-21,115,18,80,1,3
2011-01-29,132,30,1,1,1
2011-01-29,80,14,17,0,9
2011-02-15,107,16,9,1,3
2011-02-20,66,32,53,0,7
2011-02-16,116,0,35,0,7
2011-01-23,70,0,86,0,3
2011-01-03,65,1,60,0,1
2011-02-14,91,21,25,0,1
2011-01-07,62,31,64,0,1
2011-02-14,73,11,56,0,5
2011-02-23,137,15,0,0,9
2011-02-25,66,6,27,0,1
2011-02-27,149,16,70,0,2
2011-01-18,146,20,14,0,4
2011-02-06,64,10,61,0,2
2011-02-14,105,4,98,0,6
2011-02-10,66,10,95,0,3
2011-01-29,189,28,90,0,5
2011-02-19,71,15,97,0,1
2011-01-02,86,28,18,0,1
2011-01-01,66,7,43,1,5
2011-01-12,97,27,96,0,2
2011-02-10,88,26,91,0,7
2011-01-24,73,18,32,0,1
2011-01-15,111,32,50,1,1
2011-02-28,68,21,69,0,7
2011-02-17,66,6,4,0,7
2011-01-09,161,0,94,0,3
